4120|1|2024|2|MALA|0
4120|1|2024|3|EXCELENTE|0
4120|1|2024|4|MALA|0
8378|2|2024|3|MALA|0
8378|2|2024|4|REGULAR|0
709|3|2024|4|REGULAR|0
709|3|2024|5|REGULAR|0
709|3|2024|6|BUENA|0
8612|4|2024|2|REGULAR|0
8612|4|2024|3|MALA|0
8612|4|2024|4|BUENA|0
8928|5|2024|2|REGULAR|0
8928|5|2024|3|BUENA|0
8928|5|2024|4|REGULAR|0
955|6|2024|2|REGULAR|0
955|6|2024|3|BUENA|0
4076|7|2024|2|MALA|0
991|8|2024|4|EXCELENTE|0
72|9|2024|2|EXCELENTE|0
8184|10|2024|2|BUENA|0
8184|10|2024|3|MALA|0
8184|10|2024|4|MALA|0
12691|11|2024|3|BUENA|0
608|12|2024|2|EXCELENTE|0
12352|13|2024|2|REGULAR|0
8495|14|2024|2|BUENA|0
8495|14|2024|3|BUENA|0
8495|14|2024|4|REGULAR|0
4055|15|2024|4|REGULAR|0
4055|15|2024|5|REGULAR|0
821|16|2024|4|BUENA|0
821|16|2024|5|EXCELENTE|0
12625|17|2024|2|BUENA|0
12625|17|2024|3|MALA|0
12625|17|2024|4|REGULAR|0
12379|18|2024|2|EXCELENTE|0
12379|18|2024|3|MALA|0
12379|18|2024|4|REGULAR|0
981|19|2024|4|MALA|0
981|19|2024|5|REGULAR|0
981|19|2024|6|REGULAR|0
4836|20|2024|4|BUENA|0
4836|20|2024|5|REGULAR|0
4723|21|2024|2|BUENA|0
4723|21|2024|3|MALA|0
4723|21|2024|4|MALA|0
12573|22|2024|2|REGULAR|0
12573|22|2024|3|MALA|0
12871|23|2024|2|BUENA|0
12871|23|2024|3|BUENA|0
12871|23|2024|4|MALA|0
8485|24|2024|2|MALA|0
8485|24|2024|3|EXCELENTE|0
4919|25|2024|2|REGULAR|0
8438|26|2024|2|BUENA|0
8438|26|2024|3|EXCELENTE|0
400|27|2024|2|BUENA|0
8830|28|2024|2|BUENA|0
8830|28|2024|3|EXCELENTE|0
8830|28|2024|4|BUENA|0
8543|29|2024|2|EXCELENTE|0
8543|29|2024|3|MALA|0
12444|30|2024|2|EXCELENTE|0
12444|30|2024|3|REGULAR|0
8503|31|2024|2|REGULAR|0
8503|31|2024|3|REGULAR|0
8503|31|2024|4|MALA|0
36|32|2024|2|REGULAR|0
36|32|2024|3|EXCELENTE|0
4337|33|2024|3|REGULAR|0
4337|33|2024|4|MALA|0
4337|33|2024|5|REGULAR|0
8051|34|2024|2|MALA|0
8051|34|2024|3|EXCELENTE|0
8051|34|2024|4|BUENA|0
12407|35|2024|2|REGULAR|0
12407|35|2024|3|REGULAR|0
12407|35|2024|4|BUENA|0
655|36|2024|2|MALA|0
655|36|2024|3|BUENA|0
655|36|2024|4|REGULAR|0
8410|37|2024|3|MALA|0
8410|37|2024|4|EXCELENTE|0
12379|38|2024|2|EXCELENTE|0
12379|38|2024|3|MALA|0
12379|38|2024|4|REGULAR|0
12344|39|2024|2|REGULAR|0
12344|39|2024|3|MALA|0
12344|39|2024|4|EXCELENTE|0
12693|40|2024|3|BUENA|0
286|41|2024|2|MALA|0
12616|42|2024|2|MALA|0
4035|43|2024|2|MALA|0
4035|43|2024|3|MALA|0
12673|44|2024|2|BUENA|0
12673|44|2024|3|EXCELENTE|0
4907|45|2024|2|BUENA|0
4907|45|2024|3|MALA|0
4907|45|2024|4|REGULAR|0
4096|46|2024|2|BUENA|0
4096|46|2024|3|BUENA|0
4550|47|2024|2|EXCELENTE|0
4550|47|2024|3|EXCELENTE|0
12828|48|2024|2|REGULAR|0
12828|48|2024|3|EXCELENTE|0
376|49|2024|4|MALA|0
12869|50|2024|4|BUENA|0
12869|50|2024|5|EXCELENTE|0
12869|50|2024|6|MALA|0
335|51|2024|2|EXCELENTE|0
335|51|2024|3|REGULAR|0
335|51|2024|4|BUENA|0
947|52|2024|2|EXCELENTE|0
12084|53|2024|2|EXCELENTE|0
12084|53|2024|3|BUENA|0
12084|53|2024|4|MALA|0
4986|54|2024|2|REGULAR|0
4986|54|2024|3|BUENA|0
12884|55|2024|2|BUENA|0
12884|55|2024|3|MALA|0
12240|56|2024|2|MALA|0
12240|56|2024|3|REGULAR|0
8520|57|2024|2|REGULAR|0
8520|57|2024|3|REGULAR|0
8520|57|2024|4|MALA|0
